Termd,EngagementSurvey,EmpSatisfaction,SpecialProjectsCount,Absences,DaysLateLast30,YearsAtCompany,OverTime,WorkLifeBalance,Department,PerformanceScore,RecruitmentSource,MaritalStatus,AgeBracket,SalaryBand,satisfaction_trend,Sex,RaceDesc,employee_id,departure_cause,exit_feedback,source_dataset,Position
0,3.15,1,1,8,3,9.0,0,3,6,0,8,0,1,2,0,1,5,44ed45ae58e4,,,kaggle,Sales Executive
0,4.33,2,3,9,1,4.0,1,4,2,1,8,0,1,5,0,1,5,3524fc08ac67,,,kaggle,Human Resources
0,3.16,1,3,6,3,3.0,1,3,5,1,8,3,1,2,0,1,5,7f71a4649c9f,,,kaggle,Research Scientist
0,2.51,5,0,6,3,5.0,0,3,5,1,8,3,1,4,2,0,5,4f06b65da01b,,,kaggle,Healthcare Representative
0,4.46,4,1,8,2,10.0,0,3,6,1,8,3,1,1,1,1,5,f8df071f9e60,,,kaggle,Manager
0,3.2,5,3,5,0,3.0,0,3,5,1,8,3,1,2,2,0,5,ac2ac0e225cb,,,kaggle,Research Scientist
0,4.37,2,1,11,3,6.0,1,3,5,1,8,1,1,3,0,0,5,a78db599ecad,,,kaggle,Healthcare Representative
0,2.41,5,0,7,0,2.0,0,2,6,1,8,3,1,5,2,0,5,bd8681894cc5,,,kaggle,Sales Representative
0,3.68,5,4,7,0,3.0,0,3,5,1,8,0,1,4,2,1,5,dfe22276bd6f,,,kaggle,Healthcare Representative
1,1.89,4,1,7,2,13.0,0,3,5,0,8,3,1,3,0,0,5,8889f8c85752,compensation,I enjoyed the team but the total compensation package wasn't competitive. Benefits and base salary both fell below industry standard.,kaggle,Research Scientist
1,1.83,2,4,8,3,2.0,1,3,5,0,8,3,1,5,0,1,5,deb4dff2380f,career_growth,I've been in the same role for 2 years with no clear path forward. I want to grow into a leadership position but those opportunities don't exist here.,kaggle,Research Scientist
0,4.38,2,0,5,3,3.0,0,3,6,1,8,1,1,3,0,0,5,9251d594f91b,,,kaggle,Sales Executive
1,2.51,1,0,7,2,5.0,1,3,6,1,8,3,1,4,0,0,5,2bbb614ed5d9,compensation,The compensation structure here doesn't reward experience. I've consistently exceeded targets but my pay reviews have been minimal.,kaggle,Sales Executive
0,3.17,4,1,8,1,5.0,0,3,2,1,8,1,1,2,2,1,5,cb49885de1af,,,kaggle,Human Resources
0,3.16,4,1,7,0,10.0,0,2,6,1,8,1,1,3,2,0,5,4269247aa694,,,kaggle,Sales Executive
0,2.41,5,0,6,0,14.0,0,3,5,1,8,1,1,2,2,1,5,cbe6670205c5,,,kaggle,Research Scientist
0,5.0,4,0,6,0,9.0,1,3,6,1,8,0,1,0,1,1,5,5d114a1114b5,,,kaggle,Sales Executive
0,3.17,5,6,6,0,5.0,0,4,6,1,8,1,1,0,2,1,5,4b14a01b56fd,,,kaggle,Sales Executive
0,4.37,1,0,8,1,4.0,0,3,6,1,8,1,1,3,0,1,5,b3d99475ed9b,,,kaggle,Sales Executive
0,1.94,2,8,7,0,5.0,0,3,5,1,8,1,1,2,0,0,5,58d71e0bcdbb,,,kaggle,Laboratory Technician
0,4.32,4,2,5,1,0.0,1,3,5,1,8,3,1,4,1,1,5,52d5f6612b15,,,kaggle,Healthcare Representative
0,3.7,2,1,4,2,5.0,0,3,5,1,8,3,1,3,0,1,5,6827fa44f94f,,,kaggle,Manufacturing Director
0,3.09,4,1,5,0,15.0,1,3,5,1,8,1,1,3,2,1,5,1c62fae13ae3,,,kaggle,Laboratory Technician
0,2.43,1,2,7,2,2.0,0,1,6,1,8,1,1,4,0,1,5,8cb1decdf872,,,kaggle,Sales Executive
0,4.47,5,1,9,0,6.0,0,3,6,1,8,0,1,3,1,1,5,6b21a4fca939,,,kaggle,Sales Executive
0,3.66,5,1,4,0,6.0,1,3,6,0,8,0,1,3,2,0,5,5d0fd422f3ba,,,kaggle,Sales Executive
0,3.73,2,1,8,3,14.0,0,3,5,1,8,1,1,5,0,1,5,64d2c74abdc9,,,kaggle,Laboratory Technician
0,4.41,2,8,6,1,11.0,0,2,6,1,8,3,1,3,0,0,5,e93d1c73b377,,,kaggle,Sales Executive
1,2.42,1,2,3,1,0.0,1,2,6,0,8,3,1,0,0,0,5,8d86e8829cad,career_growth,"Despite strong performance reviews, there's been no discussion about advancement. I need a role where I can develop new skills and take on more responsibility.",kaggle,Sales Executive
0,4.42,2,5,5,0,9.0,0,2,5,1,8,0,1,2,0,1,5,415c1948f8b4,,,kaggle,Research Scientist
0,5.0,1,6,6,2,10.0,0,3,5,1,8,1,1,2,0,1,5,692da8253fda,,,kaggle,Research Scientist
0,3.11,4,1,10,0,10.0,0,2,6,1,8,3,1,3,2,1,5,c6e4c6c60194,,,kaggle,Sales Executive
0,4.39,4,1,7,2,9.0,0,3,5,0,8,0,1,4,1,1,5,0b6a43e75be7,,,kaggle,Healthcare Representative
0,2.52,4,1,3,0,1.0,0,2,5,1,8,0,1,5,2,1,5,c8dbc685fbc2,,,kaggle,Laboratory Technician
0,3.14,5,0,7,2,9.0,1,3,5,1,8,1,1,3,2,0,5,28c4498a836d,,,kaggle,Healthcare Representative
0,3.15,5,0,7,0,2.0,0,3,5,1,8,0,1,2,2,1,5,5e583f6221ed,,,kaggle,Laboratory Technician
0,2.59,2,0,10,0,12.0,0,3,5,1,8,3,1,0,0,0,5,347a4553528b,,,kaggle,Research Director
1,3.02,1,2,5,2,4.0,0,3,5,1,8,3,1,2,0,1,5,ccc71ec364bf,compensation,I enjoyed the team but the total compensation package wasn't competitive. Benefits and base salary both fell below industry standard.,kaggle,Research Scientist
0,3.22,4,0,6,3,9.0,0,3,6,0,8,3,1,3,2,1,5,820f4e7984c4,,,kaggle,Sales Executive
0,2.56,2,1,3,0,5.0,0,3,5,1,8,1,1,3,0,1,5,b8d337c2186a,,,kaggle,Manufacturing Director
0,2.4,4,1,7,0,16.0,0,3,5,1,8,3,1,3,2,0,5,f101898c167a,,,kaggle,Research Scientist
1,1.32,4,1,6,0,9.0,1,3,5,0,8,3,1,4,0,1,5,79ef7708563d,career_growth,The lack of internal mobility is frustrating. I asked about lateral moves twice and was told to wait. I found a company that invests in career development.,kaggle,Laboratory Technician
0,3.08,2,6,13,0,1.0,0,3,5,1,8,0,1,3,0,0,5,c717d2da49dd,,,kaggle,Research Scientist
0,3.18,1,2,8,1,11.0,0,3,5,1,8,3,1,0,0,0,5,cf3a934332ec,,,kaggle,Manager
0,3.8,4,6,7,2,4.0,0,3,6,1,8,1,1,5,2,0,5,ede25810357e,,,kaggle,Sales Representative
0,4.33,2,2,4,0,3.0,0,3,5,1,8,3,1,5,0,0,5,8c2044a0bc7b,,,kaggle,Research Scientist
0,3.82,4,1,6,0,10.0,0,2,5,1,8,1,1,0,2,1,5,781121c49980,,,kaggle,Manufacturing Director
0,4.41,4,1,6,0,5.0,1,4,5,1,8,0,1,2,1,1,5,14a256670c20,,,kaggle,Research Scientist
0,3.76,1,6,8,0,11.0,0,3,5,1,8,1,1,4,0,1,5,ed221d940ca4,,,kaggle,Manufacturing Director
1,3.2,5,8,5,2,5.0,1,2,6,1,8,3,1,3,2,1,5,491cd60c6315,compensation,The compensation structure here doesn't reward experience. I've consistently exceeded targets but my pay reviews have been minimal.,kaggle,Sales Executive
0,3.79,4,9,13,0,3.0,0,3,6,1,8,1,1,4,2,0,5,de721a69a089,,,kaggle,Sales Executive
1,3.06,4,0,12,0,2.0,0,2,6,1,8,0,1,5,0,0,5,c8e4b5f8ad69,career_growth,I've been in the same role for 2 years with no clear path forward. I want to grow into a leadership position but those opportunities don't exist here.,kaggle,Sales Representative
0,3.8,4,3,13,0,7.0,0,3,5,1,8,0,1,2,2,1,5,dad7a470a9a7,,,kaggle,Research Scientist
1,3.03,1,9,12,2,3.0,1,3,2,1,8,0,1,0,0,0,5,a6d9a2093243,work_life_balance,"After 3 years of intense hours, I'm burned out. The company culture prioritizes presence over productivity.",kaggle,Human Resources
0,4.96,5,1,3,3,10.0,0,3,6,1,8,3,1,3,1,1,5,535cc326cc4a,,,kaggle,Sales Executive
0,2.47,5,1,9,0,6.0,1,3,5,1,8,1,1,2,2,1,5,2e96682fd2d0,,,kaggle,Research Scientist
0,3.72,4,1,14,1,8.0,1,3,6,1,8,0,1,2,2,0,5,094d76f3bd5b,,,kaggle,Sales Representative
0,3.13,5,1,7,0,10.0,0,2,5,1,8,1,1,2,2,1,5,906a7acb5a56,,,kaggle,Research Scientist
0,3.77,2,1,7,0,8.0,0,4,5,1,8,3,1,0,0,0,5,406b6c8da670,,,kaggle,Healthcare Representative
0,3.21,4,3,4,0,5.0,0,3,5,1,8,3,1,4,2,0,5,27f38274db43,,,kaggle,Healthcare Representative
0,3.16,1,3,3,0,0.0,0,3,5,1,8,0,1,3,0,0,5,6e3c84a9385d,,,kaggle,Manufacturing Director
0,4.46,5,1,4,3,6.0,0,3,6,0,8,3,1,4,1,1,5,4b8b4e958bf1,,,kaggle,Sales Executive
0,3.76,5,2,5,0,4.0,0,3,5,1,8,3,1,2,2,0,5,528104673bd0,,,kaggle,Research Scientist
0,3.15,1,1,3,2,6.0,0,3,5,1,8,3,1,3,0,0,5,a06e486ca597,,,kaggle,Research Scientist
0,3.84,1,5,14,0,3.0,0,3,6,1,8,1,1,4,0,0,5,f275096bbe2b,,,kaggle,Sales Executive
0,3.06,5,1,10,3,5.0,0,3,5,1,8,3,1,2,2,0,5,15e0c22847f9,,,kaggle,Research Scientist
0,3.82,5,0,6,2,3.0,0,1,2,1,8,1,1,2,2,1,5,ce71cd861847,,,kaggle,Human Resources
0,3.04,2,1,8,0,1.0,0,3,5,1,8,0,1,5,0,1,5,ff65173c4142,,,kaggle,Laboratory Technician
0,3.68,5,0,11,0,15.0,0,2,6,1,8,0,1,0,2,1,5,9492665ab459,,,kaggle,Sales Executive
0,3.77,4,1,7,2,1.0,1,3,6,1,8,1,1,5,2,0,5,e126beba96ab,,,kaggle,Sales Representative
0,2.49,5,0,4,0,6.0,0,2,5,1,8,3,1,4,2,1,5,d484c59e0581,,,kaggle,Healthcare Representative
0,3.11,5,3,3,3,0.0,0,3,5,1,8,1,1,2,2,1,5,b2d792933c5f,,,kaggle,Research Scientist
0,4.47,4,2,7,0,3.0,0,2,5,1,8,3,1,2,1,1,5,22510a7a13b7,,,kaggle,Manufacturing Director
0,3.04,4,1,10,0,6.0,0,2,6,0,8,1,1,3,2,0,5,ac62fccb5d04,,,kaggle,Sales Executive
0,3.83,1,0,6,1,13.0,0,3,5,0,8,3,1,3,0,1,5,e9bd8d03a155,,,kaggle,Healthcare Representative
0,4.35,4,0,5,2,1.0,0,2,5,1,8,1,1,2,1,0,5,9dfd1caca4a3,,,kaggle,Research Scientist
0,3.76,1,0,11,3,3.0,1,3,6,1,8,3,1,3,0,0,5,7d247fdd6346,,,kaggle,Sales Executive
0,3.79,2,4,6,0,11.0,0,4,5,1,8,0,1,3,0,0,5,282eb68ccbd3,,,kaggle,Laboratory Technician
0,3.11,2,4,4,0,10.0,0,4,2,1,8,1,1,3,0,1,5,57ac494758de,,,kaggle,Human Resources
0,4.36,5,0,5,2,9.0,0,2,5,1,8,0,1,0,1,1,5,76d93818beb9,,,kaggle,Healthcare Representative
0,3.77,1,1,4,0,10.0,0,4,6,1,8,3,1,4,0,0,5,a5892b1ce27c,,,kaggle,Sales Executive
0,1.94,4,1,5,3,5.0,0,3,5,0,8,0,1,5,0,0,5,6757fce65d23,,,kaggle,Research Scientist
0,3.07,4,4,8,3,8.0,0,3,5,1,8,1,1,3,2,1,5,848fd1bccc16,,,kaggle,Laboratory Technician
0,3.79,5,1,8,0,14.0,0,4,5,1,8,3,1,4,2,0,5,138b6f7de660,,,kaggle,Healthcare Representative
0,4.41,1,5,4,0,4.0,0,3,5,1,8,0,1,2,0,1,5,e14568e2b598,,,kaggle,Research Scientist
0,3.75,2,5,8,0,5.0,0,2,5,1,8,1,1,2,0,0,5,2dfde7ef2dbc,,,kaggle,Laboratory Technician
1,2.43,4,1,6,2,2.0,0,3,2,1,8,1,1,2,2,0,5,f363c8020913,career_growth,I've been in the same role for 2 years with no clear path forward. I want to grow into a leadership position but those opportunities don't exist here.,kaggle,Human Resources
0,3.13,1,3,9,1,13.0,0,3,6,1,8,3,1,3,0,1,5,2727005a71d1,,,kaggle,Sales Executive
0,3.1,1,7,7,0,14.0,0,2,5,1,8,0,1,1,0,1,5,331ff0ab59d6,,,kaggle,Research Director
1,1.78,2,0,7,0,15.0,1,4,6,0,8,3,1,3,0,0,5,487ff6b47565,performance,I acknowledge that my recent performance wasn't meeting expectations. I was dealing with personal issues that affected my work.,kaggle,Sales Executive
0,3.75,4,1,6,0,10.0,1,3,6,1,8,1,1,4,2,1,5,dd3c32f922e0,,,kaggle,Sales Executive
0,3.12,4,0,9,2,11.0,1,3,6,0,8,1,1,5,2,1,5,34dad32333b1,,,kaggle,Sales Representative
0,2.57,5,1,12,3,1.0,0,1,5,1,8,3,1,2,2,1,5,ac1bba489c56,,,kaggle,Research Scientist
0,3.21,5,9,5,3,2.0,0,2,5,1,8,1,1,3,2,1,5,9d0c554d09d1,,,kaggle,Research Scientist
0,3.69,4,1,6,3,8.0,0,2,5,1,8,1,1,3,2,1,5,7be653a86557,,,kaggle,Healthcare Representative
0,4.33,5,1,12,3,9.0,0,3,5,1,8,0,1,3,1,1,5,6d94c6d1a81d,,,kaggle,Manufacturing Director
0,4.38,2,1,6,1,11.0,0,3,5,1,8,0,1,3,0,0,5,5585324dce5c,,,kaggle,Research Scientist
0,2.45,5,1,7,0,15.0,0,4,5,1,8,1,1,2,2,1,5,f2f946e72a94,,,kaggle,Laboratory Technician
0,2.59,5,1,4,1,10.0,0,3,5,1,8,1,1,2,2,0,5,df3e307513d9,,,kaggle,Research Scientist
0,5.0,5,0,5,0,5.0,1,3,5,1,8,1,1,2,1,1,5,db930848373f,,,kaggle,Research Scientist
0,4.32,4,1,14,0,15.0,1,3,6,1,8,0,1,2,1,1,5,a48486bbbc12,,,kaggle,Sales Executive
0,3.17,5,5,7,2,2.0,0,3,6,1,8,3,1,4,2,0,5,7abd6225c74a,,,kaggle,Sales Executive
1,4.37,1,4,2,0,7.0,0,2,5,1,8,1,1,3,0,1,5,9195e1fbcbc9,compensation,The compensation structure here doesn't reward experience. I've consistently exceeded targets but my pay reviews have been minimal.,kaggle,Laboratory Technician
0,3.79,4,1,5,0,10.0,0,3,6,0,8,1,1,4,2,1,5,e034258e7843,,,kaggle,Sales Executive
0,3.69,5,2,7,2,5.0,1,3,6,1,8,1,1,0,2,1,5,5f293ad24927,,,kaggle,Sales Executive
1,3.19,1,1,6,2,5.0,1,3,5,0,8,1,1,5,0,1,5,ea0802e76893,relocation,My spouse accepted a position in another city. I explored transfer options but none were available in my department.,kaggle,Research Scientist
0,3.66,5,3,6,2,4.0,1,2,6,1,8,1,1,4,2,0,5,7e33e9f0f98a,,,kaggle,Sales Executive
0,3.14,5,1,7,0,15.0,1,3,5,1,8,1,1,3,2,1,5,7764b800d4f7,,,kaggle,Research Scientist
0,2.55,5,1,10,0,14.0,0,2,6,0,8,3,1,0,2,1,5,e54a3ecad673,,,kaggle,Sales Executive
0,4.45,4,1,11,0,8.0,0,2,6,1,8,0,1,0,1,1,5,26a8d4849646,,,kaggle,Sales Executive
0,3.77,4,1,7,2,8.0,0,3,6,0,8,1,1,4,2,0,5,c739d60491d3,,,kaggle,Sales Executive
0,3.69,4,2,9,2,4.0,0,4,5,1,8,1,1,3,2,1,5,c99b2ed0c404,,,kaggle,Laboratory Technician
0,3.67,4,2,10,0,4.0,0,4,5,1,8,1,1,3,2,1,5,c99b2ed0c404,,,kaggle,Laboratory Technician
0,3.1,2,0,8,1,5.0,0,3,5,1,8,1,1,5,0,1,5,272a2388a89d,,,kaggle,Laboratory Technician
0,4.3,5,1,5,0,2.0,0,3,6,1,8,1,1,5,1,0,5,152a03a9edf4,,,kaggle,Sales Representative
0,3.69,5,1,10,0,1.0,0,3,5,1,8,0,1,5,2,1,5,748cea12679f,,,kaggle,Laboratory Technician
0,5.0,5,1,9,2,1.0,0,3,5,1,8,1,1,5,1,1,5,6cba3fe9be40,,,kaggle,Laboratory Technician
0,3.06,1,2,9,0,4.0,1,3,5,1,8,1,1,0,0,1,5,cd66e8946144,,,kaggle,Healthcare Representative
0,3.08,1,1,7,1,9.0,0,2,6,0,8,1,1,0,0,1,5,2299a37659df,,,kaggle,Sales Executive
0,3.81,1,3,7,0,2.0,1,3,5,1,8,1,1,2,0,0,5,ba1575827d78,,,kaggle,Laboratory Technician
0,3.15,1,4,8,1,3.0,0,2,5,1,8,1,1,5,0,1,5,7e3521d62079,,,kaggle,Research Scientist
0,3.04,1,0,5,0,15.0,0,3,6,1,8,3,1,3,0,1,5,6c0204e71179,,,kaggle,Sales Executive
0,2.52,4,1,6,0,6.0,0,3,5,1,8,3,1,2,2,1,5,6de7cdddf306,,,kaggle,Research Scientist
0,3.75,2,1,11,0,10.0,0,3,6,1,8,1,1,4,0,1,5,4f95e01a8b82,,,kaggle,Sales Executive
1,2.58,4,3,9,3,1.0,1,3,5,1,8,1,1,4,2,1,5,15ec09bfbfb8,compensation,"After 1 years, my salary hasn't kept pace with market rates. I received an offer that was significantly higher and felt I had no choice but to accept it.",kaggle,Manufacturing Director
0,3.02,2,5,11,0,6.0,0,3,5,1,8,3,1,3,0,0,5,34ebbfd31bce,,,kaggle,Laboratory Technician
0,3.8,4,1,9,1,10.0,0,4,6,1,8,3,1,0,2,0,5,0c1530645140,,,kaggle,Sales Executive
0,3.71,2,7,13,2,7.0,0,2,5,1,8,0,1,0,0,0,5,4bc8fd699fde,,,kaggle,Manager
0,3.76,2,0,11,2,11.0,0,2,6,1,8,1,1,4,0,1,5,a8806d2f2bc7,,,kaggle,Sales Executive
0,3.77,2,0,9,0,16.0,0,3,5,1,8,3,1,4,0,1,5,d4042699f37f,,,kaggle,Manufacturing Director
0,3.15,2,9,6,0,1.0,0,3,5,1,8,3,1,4,0,1,5,62962dc1f1c1,,,kaggle,Healthcare Representative
0,3.21,4,0,10,0,5.0,0,3,5,1,8,3,1,3,2,1,5,fbab12383c26,,,kaggle,Laboratory Technician
0,4.44,4,4,8,0,8.0,1,3,5,1,8,1,1,4,1,1,5,891c450d616c,,,kaggle,Healthcare Representative
0,3.18,4,9,5,0,11.0,0,3,6,1,8,1,1,3,2,1,5,4e03752de001,,,kaggle,Sales Executive
0,2.49,4,1,7,1,5.0,0,3,6,1,8,3,1,3,2,0,5,e3e30b92ba6c,,,kaggle,Sales Executive
0,1.81,5,4,2,0,3.0,0,3,5,1,8,3,1,2,0,1,5,2aac0e7ca6bd,,,kaggle,Laboratory Technician
0,1.8,5,1,12,1,17.0,0,3,5,1,8,3,1,4,0,1,5,eb332550371c,,,kaggle,Research Scientist
0,3.11,4,1,4,0,1.0,0,3,5,1,8,1,1,5,2,1,5,832614b0f529,,,kaggle,Laboratory Technician
0,4.37,1,2,5,2,1.0,0,4,5,1,8,0,1,3,0,0,5,99cee28f4253,,,kaggle,Healthcare Representative
0,2.48,5,1,5,2,3.0,0,2,6,1,8,1,1,2,2,0,5,f7a47dfd9a13,,,kaggle,Sales Representative
0,4.98,4,3,4,0,2.0,0,3,5,1,8,3,1,2,1,0,5,9253d39f7734,,,kaggle,Research Scientist
0,3.7,4,3,12,1,8.0,0,4,5,0,8,3,1,0,2,1,5,15c9f6ff19e7,,,kaggle,Manufacturing Director
0,3.2,1,1,9,1,6.0,0,2,5,1,8,3,1,2,0,0,5,b5b3d885eff3,,,kaggle,Research Scientist
0,3.8,4,1,15,0,17.0,1,3,5,0,8,1,1,0,2,0,5,3320fdc8053f,,,kaggle,Manufacturing Director
1,4.33,2,1,7,1,10.0,1,2,5,1,8,0,1,5,0,0,5,91177323200b,layoff,My position was eliminated as part of the restructuring. I understand the business reasons but it was still difficult after 10 years.,kaggle,Research Scientist
0,3.7,2,3,4,3,13.0,0,3,5,1,8,1,1,0,0,1,5,61fb12b06ceb,,,kaggle,Manufacturing Director
0,4.45,5,1,3,3,10.0,1,1,5,0,8,1,1,2,1,0,5,84c5c4f918ba,,,kaggle,Healthcare Representative
0,3.74,4,1,15,0,5.0,0,3,6,1,8,1,1,3,2,0,5,63ecb3fb85de,,,kaggle,Sales Executive
0,4.46,5,6,10,3,10.0,0,3,6,1,8,0,1,4,1,1,5,44b59bbb3c99,,,kaggle,Sales Executive
1,3.14,2,1,7,3,4.0,1,1,5,0,8,0,1,2,0,1,5,9063c12a6b47,compensation,The compensation structure here doesn't reward experience. I've consistently exceeded targets but my pay reviews have been minimal.,kaggle,Laboratory Technician
0,3.75,4,1,7,0,16.0,1,2,5,1,8,0,1,0,2,0,5,d1cc1d31a630,,,kaggle,Healthcare Representative
0,3.21,5,1,5,3,3.0,0,2,5,0,8,0,1,2,2,1,5,6222cf75d271,,,kaggle,Laboratory Technician
1,4.3,1,0,4,3,8.0,1,3,6,0,8,3,1,0,0,1,5,cedaa18a0312,work_life_balance,"After 8 years of intense hours, I'm burned out. The company culture prioritizes presence over productivity.",kaggle,Sales Executive
0,4.35,5,1,6,0,5.0,0,3,6,1,8,0,1,3,1,1,5,33d459614280,,,kaggle,Sales Executive
0,3.8,4,1,9,0,5.0,0,1,2,1,8,3,1,3,2,1,5,dd4294dc1794,,,kaggle,Human Resources
0,3.83,4,6,8,0,8.0,0,3,5,1,8,1,1,5,2,1,5,f333ca2ed955,,,kaggle,Laboratory Technician
0,3.13,2,2,5,0,7.0,0,4,5,1,8,0,1,0,0,1,5,3facf11b8d59,,,kaggle,Manufacturing Director
0,3.82,5,1,12,3,2.0,0,4,5,1,8,1,1,5,2,1,5,2cbf170d5579,,,kaggle,Laboratory Technician
0,3.69,1,3,5,2,7.0,1,3,6,1,8,1,1,0,0,1,5,4f165393a1d7,,,kaggle,Sales Executive
0,3.02,5,4,6,3,13.0,1,2,6,1,8,1,1,0,2,0,5,cd18e0db9454,,,kaggle,Sales Executive
0,3.72,4,0,7,0,3.0,1,3,5,1,8,1,1,2,2,1,5,6f8e27ecbb73,,,kaggle,Research Scientist
0,3.75,4,1,6,0,9.0,1,3,5,1,8,3,1,3,2,1,5,b8db346476c7,,,kaggle,Research Scientist
0,3.81,5,0,11,0,9.0,0,3,5,1,8,1,1,3,2,0,5,5b8a9d8c57f2,,,kaggle,Laboratory Technician
1,4.34,4,0,6,0,4.0,1,2,6,1,8,1,1,3,0,0,5,062f37a8d84a,compensation,"After 4 years, my salary hasn't kept pace with market rates. I received an offer that was significantly higher and felt I had no choice but to accept it.",kaggle,Sales Executive
0,3.7,5,2,4,0,2.0,0,3,5,1,8,3,1,0,2,1,5,7264c57e373f,,,kaggle,Manufacturing Director
0,4.4,4,1,8,1,1.0,0,3,6,1,8,1,1,5,1,1,5,c9151389eba4,,,kaggle,Sales Representative
0,3.71,2,1,8,3,11.0,0,1,5,1,8,3,1,0,0,0,5,e9942520c65d,,,kaggle,Healthcare Representative
0,2.6,4,0,2,2,5.0,0,3,6,0,8,1,1,5,2,0,5,e7edf0435bee,,,kaggle,Sales Representative
0,3.71,1,1,6,2,3.0,0,3,5,1,8,3,1,5,0,1,5,a93a787d57ed,,,kaggle,Laboratory Technician
1,2.48,1,1,4,3,1.0,1,3,5,1,8,0,1,5,0,0,5,576c5f3d1a7d,management,I raised concerns about workload distribution multiple times but nothing changed. The management style in our department needs improvement.,kaggle,Laboratory Technician
0,2.5,4,3,8,3,5.0,1,3,5,1,8,3,1,4,2,0,5,3bc046bd546e,,,kaggle,Healthcare Representative
0,3.68,4,1,2,0,10.0,0,2,5,1,8,1,1,2,2,1,5,1fa1f154d500,,,kaggle,Laboratory Technician
0,3.1,5,1,2,0,1.0,0,2,5,1,8,1,1,2,2,1,5,9b3bc137cb49,,,kaggle,Laboratory Technician
0,3.84,1,1,7,0,16.0,0,3,5,1,8,1,1,3,0,1,5,938ee19f7bac,,,kaggle,Research Scientist
0,3.83,4,1,2,0,14.0,0,3,5,1,8,1,1,2,2,0,5,7ab28217eed9,,,kaggle,Healthcare Representative
1,3.82,1,9,9,0,13.0,0,3,6,1,8,1,1,0,0,1,5,5b54cacf5fc7,compensation,"After 13 years, my salary hasn't kept pace with market rates. I received an offer that was significantly higher and felt I had no choice but to accept it.",kaggle,Sales Executive
1,1.17,5,6,6,0,2.0,1,2,6,1,8,0,1,3,0,1,5,47076a380792,work_life_balance,I need better work-life balance. The constant pressure and lack of remote work options made it difficult to manage personal responsibilities.,kaggle,Sales Executive
1,4.42,5,3,4,2,11.0,1,4,6,0,8,3,1,3,0,1,5,7ebaf9648267,management,I raised concerns about workload distribution multiple times but nothing changed. The management style in our department needs improvement.,kaggle,Sales Executive
0,1.82,5,0,11,0,5.0,1,4,5,1,8,3,1,3,0,1,5,d55d00fe5ddf,,,kaggle,Research Scientist
0,4.37,4,2,2,1,7.0,0,3,5,1,8,1,1,4,1,1,5,c744a6581d4e,,,kaggle,Manufacturing Director
1,3.8,5,1,4,1,10.0,1,3,6,1,8,3,1,3,2,1,5,a9ae6040a34b,layoff,The department reduction affected my role. I appreciate the severance package and would consider returning if a suitable position opens up.,kaggle,Sales Executive
0,3.12,5,2,6,0,7.0,0,3,5,1,8,0,1,3,2,1,5,8b385b9d37b1,,,kaggle,Manufacturing Director
0,1.95,4,0,11,0,5.0,0,4,5,1,8,1,1,2,0,1,5,c0f073a7c446,,,kaggle,Laboratory Technician
0,3.8,2,0,7,0,3.0,1,3,5,1,8,1,1,3,0,0,5,b94753956b83,,,kaggle,Manufacturing Director
0,3.11,1,0,8,0,5.0,0,1,6,1,8,1,1,3,0,1,5,05656197715e,,,kaggle,Sales Executive
0,3.66,5,1,9,0,10.0,1,3,6,1,8,1,1,3,2,0,5,d5e746b897b7,,,kaggle,Sales Executive
0,4.44,4,7,4,3,2.0,1,3,5,1,8,1,1,2,1,1,5,66ff34cd4af1,,,kaggle,Laboratory Technician
0,3.12,4,1,11,0,10.0,0,3,5,1,8,3,1,3,2,1,5,4ecafbc858fd,,,kaggle,Research Scientist
0,3.82,5,1,9,3,9.0,1,3,2,1,8,3,1,0,2,0,5,2ddcfcde5ea3,,,kaggle,Human Resources
0,3.84,4,1,7,2,10.0,1,4,5,1,8,1,1,3,2,1,5,c1badb0c8d3d,,,kaggle,Healthcare Representative
0,2.6,5,1,5,1,4.0,0,3,5,1,8,1,1,2,2,0,5,92775d6f085e,,,kaggle,Research Scientist
0,3.74,4,6,7,0,7.0,0,2,5,1,8,1,2,3,2,1,5,8378ec724e1e,,,kaggle,Healthcare Representative
1,3.13,1,7,7,0,5.0,0,3,6,0,8,3,2,2,0,1,5,85b33159f1f9,management,My relationship with my manager deteriorated over the past year. Feedback was inconsistent and I felt my contributions weren't recognized.,kaggle,Sales Representative
0,2.46,1,9,6,1,1.0,1,4,5,1,8,1,2,2,0,0,5,790e73d3ce59,,,kaggle,Research Scientist
0,3.78,4,1,14,3,17.0,0,3,5,1,8,0,2,0,2,0,5,3926a920b644,,,kaggle,Healthcare Representative
0,2.46,2,1,3,0,6.0,0,3,5,1,8,3,2,4,0,1,5,70098c6c6256,,,kaggle,Manufacturing Director
1,3.78,4,0,9,0,1.0,1,2,5,1,8,1,2,2,0,1,5,3a8ffe2fb317,career_growth,"Despite strong performance reviews, there's been no discussion about advancement. I need a role where I can develop new skills and take on more responsibility.",kaggle,Research Scientist
0,3.78,5,3,8,0,1.0,0,3,5,1,8,1,2,2,2,0,5,d424bbc0e8a9,,,kaggle,Laboratory Technician
0,3.18,5,0,8,0,9.0,0,3,6,1,8,1,2,0,2,0,5,ec35158e6839,,,kaggle,Sales Executive
0,2.53,5,5,8,2,1.0,0,3,5,0,8,0,2,2,2,0,5,7e27cabe8479,,,kaggle,Laboratory Technician
